Year,"Geographic
Region,
Based on
state of
death",State of Death,"Age
Group","Veteran
Suicides","Veteran
Suicide
Rate
per
100,000","General
Population
Suicides","General
Population
Rate per
100,000"
2012,South,North Carolina,75+,35,25.7,95,16.9
2012,South,Oklahoma,Total,105,32.1,638,22.3
2012,South,Oklahoma,18-34,14,37.8*,205,23.0
2012,South,Oklahoma,35-54,21,25.3,227,23.4
2012,South,Oklahoma,55-74,43,29.9,157,20.5
2012,South,Oklahoma,75+,27,42.9,49,21.1
2012,South,South Carolina,Total,108,26.9,657,18.2
2012,South,South Carolina,18-34,20,48.8,160,15.1
2012,South,South Carolina,35-54,27,23.7,253,20.4
2012,South,South Carolina,55-74,43,24.9,194,18.9
2012,South,South Carolina,75+,18,24.3*,50,18.1
2012,South,Tennessee,Total,161,32.2,957,19.4
2012,South,Tennessee,18-34,15,30.6*,220,15.1
2012,South,Tennessee,35-54,50,36.0,382,21.9
2012,South,Tennessee,55-74,62,28.8,273,20.1
2012,South,Tennessee,75+,34,35.1,82,21.4
2012,South,Texas,Total,471,28.6,"2,943",15.5
2012,South,Texas,18-34,66,31.4,874,13.7
2012,South,Texas,35-54,132,27.8,"1,127",16.2
2012,South,Texas,55-74,166,24.9,708,15.9
2012,South,Texas,75+,107,36.1,234,19.6
2012,South,Virginia,Total,183,24.0,"1,038",16.7
2012,South,Virginia,18-34,19,19.6*,280,14.8
2012,South,Virginia,35-54,54,21.4,409,18.0
2012,South,Virginia,55-74,60,20.5,249,15.4
2012,South,Virginia,75+,50,42.0,100,22.5
2012,South,West Virginia,Total,65,40.1,316,21.5
2012,South,West Virginia,18-34,<10,--,85,21.6
2012,South,West Virginia,35-54,26,66.7,130,26.3
2012,South,West Virginia,55-74,18,24.3*,83,18.5
2012,South,West Virginia,75+,10-20,--,18,13.3*
2012,West,Alaska,Total,21,28.0,162,30.7
2012,West,Alaska,18-34,<10,--,73,41.3
2012,West,Alaska,35-54,<10,--,58,29.6
2012,West,Alaska,55-74,<10,--,20-30,--
2012,West,Alaska,75+,<10,--,<10,--
2012,West,All,Total,"1,582",32.6,"10,156",18.3
2012,West,All,18-34,196,38.1,"2,666",15.0
2012,West,All,35-54,487,39.6,"3,881",19.7
2012,West,All,55-74,572,27.6,"2,738",19.6
2012,West,All,75+,326,31.2,871,21.5
2012,West,Arizona,Total,208,38.9,"1,123",22.8
2012,West,Arizona,18-34,28,58.3,297,19.6
2012,West,Arizona,35-54,66,49.6,404,24.3
2012,West,Arizona,55-74,71,31.0,325,24.5
2012,West,Arizona,75+,43,34.4,97,23.5
2012,West,California,Total,528,26.9,"3,818",13.3
2012,West,California,18-34,60,28.0,900,9.6
2012,West,California,35-54,124,26.4,"1,424",13.7
2012,West,California,55-74,201,24.5,"1,088",15.9
2012,West,California,75+,142,30.9,406,19.7
2012,West,Colorado,Total,159,38.4,"1,020",26.0
2012,West,Colorado,18-34,31,68.9,294,23.6
2012,West,Colorado,35-54,54,45.0,410,28.7
2012,West,Colorado,55-74,54,31.2,263,26.3
2012,West,Colorado,75+,20,26.3,53,21.0
2012,West,Hawaii,Total,23,18.5,185,17.6
2012,West,Hawaii,18-34,<10,--,51,16.6
2012,West,Hawaii,35-54,<10,--,67,19.0
2012,West,Hawaii,55-74,<10,--,54,18.4
2012,West,Hawaii,75+,<10,--,13,13.2*
2012,West,Idaho,Total,44,35.2,278,23.8
2012,West,Idaho,18-34,<10,--,78,21.3
2012,West,Idaho,35-54,18,54.5*,115,28.9
2012,West,Idaho,55-74,15,27.3*,64,20.3
2012,West,Idaho,75+,<10,--,21,23.9
2012,West,Montana,Total,49,49.0,228,29.2
2012,West,Montana,18-34,10-20,--,69,31.4
2012,West,Montana,35-54,13,54.2*,76,29.8
2012,West,Montana,55-74,17,38.6*,68,28.6
2012,West,Montana,75+,<10,--,15,21.8*
2012,West,Nevada,Total,92,39.3,519,24.9
2012,West,Nevada,18-34,<10,--,108,16.8
2012,West,Nevada,35-54,37,58.7,210,27.8
2012,West,Nevada,55-74,32,30.8,169,30.6
2012,West,Nevada,75+,10-20,--,32,23.3
2012,West,New Mexico,Total,61,35.9,425,27.2
2012,West,New Mexico,18-34,<10,--,117,24.4
2012,West,New Mexico,35-54,21,48.8,171,32.8
2012,West,New Mexico,55-74,23,30.3,102,23.4
2012,West,New Mexico,75+,10-20,--,35,27.9
2012,West,Oregon,Total,134,40.5,702,23.1
2012,West,Oregon,18-34,10,40.0*,162,18.0
2012,West,Oregon,35-54,48,64.0,289,28.2
2012,West,Oregon,55-74,45,29.0,180,20.9
2012,West,Oregon,75+,31,40.8,71,28.2
2012,West,Utah,Total,62,43.1,528,26.9
2012,West,Utah,18-34,<10,--,179,23.3
2012,West,Utah,35-54,25,71.4,225,33.9
2012,West,Utah,55-74,20,33.3,104,25.1
2012,West,Utah,75+,<10,--,20,17.0
2012,West,Washington,Total,171,28.5,"1,001",19.0
2012,West,Washington,18-34,19,30.2*,283,17.7
2012,West,Washington,35-54,54,32.7,369,19.7
2012,West,Washington,55-74,69,26.6,264,18.7
2012,West,Washington,75+,29,25.7,85,22.2
2012,West,Wyoming,Total,30,63.8,167,38.2
2012,West,Wyoming,18-34,<10,--,55,40.2
2012,West,Wyoming,35-54,10,83.3*,63,43.0
2012,West,Wyoming,55-74,12,57.1*,33,26.9
2012,West,Wyoming,75+,<10,--,16,50.8*
2013, ,Total U.S.,Total,"6,162",28.7,"39,894",16.5
2013, ,Total U.S.,18-34,783,37.1,"10,372",14.1
2013, ,Total U.S.,35-54,"1,745",32.0,"15,172",18.1
2013, ,Total U.S.,55-74,"2,257",24.9,"10,929",16.9
2013, ,Total U.S.,75+,"1,373",28.6,"3,421",17.6
2013,Northeast,All,Total,732,23.3,"5,651",12.9
2013,Northeast,All,18-34,71,30.0,"1,361",10.6
2013,Northeast,All,35-54,219,32.0,"2,246",14.7
2013,Northeast,All,55-74,259,19.4,"1,586",13.3
2013,Northeast,All,75+,183,20.6,458,11.9
2013,Northeast,Connecticut,Total,30,14.4,319,11.4
2013,Northeast,Connecticut,18-34,<10,--,63,8.1
2013,Northeast,Connecticut,35-54,13,30.2*,138,13.8
2013,Northeast,Connecticut,55-74,<10,--,98,12.7
2013,Northeast,Connecticut,75+,<10,--,20,8.0
2013,Northeast,Maine,Total,45,36.6,238,22.3
2013,Northeast,Maine,18-34,<10,--,53,20.1
2013,Northeast,Maine,35-54,14,46.7*,94,26.0
2013,Northeast,Maine,55-74,18,31.6*,67,19.8
2013,Northeast,Maine,75+,10-20,--,24,23.4
2013,Northeast,Massachusetts,Total,56,15.1,552,10.4
2013,Northeast,Massachusetts,18-34,<10,--,158,9.9
2013,Northeast,Massachusetts,35-54,21,28.0,223,12.1
2013,Northeast,Massachusetts,55-74,20,12.7,144,10.3
2013,Northeast,Massachusetts,75+,<10,--,27,6.0
2013,Northeast,New Hampshire,Total,25,22.3,179,17.0
2013,Northeast,New Hampshire,18-34,<10,--,40-50,--
2013,Northeast,New Hampshire,35-54,<10,--,76,20.1
2013,Northeast,New Hampshire,55-74,11,22.0*,56,18.1
2013,Northeast,New Hampshire,75+,<10,--,<10,--
2013,Northeast,New Jersey,Total,96,23.0,742,10.8
2013,Northeast,New Jersey,18-34,<10,--,178,9.2
2013,Northeast,New Jersey,35-54,28,34.1,296,11.7
2013,Northeast,New Jersey,55-74,34,19.4,202,11.0
2013,Northeast,New Jersey,75+,20-30,--,66,11.4
2013,Northeast,New York,Total,180,20.3,"1,652",10.7
2013,Northeast,New York,18-34,17,23.6*,421,8.8
2013,Northeast,New York,35-54,48,24.1,623,11.7
2013,Northeast,New York,55-74,59,16.2,474,11.8
2013,Northeast,New York,75+,56,22.5,134,10.4
2013,Northeast,Pennsylvania,Total,271,29.7,"1,732",17.2
2013,Northeast,Pennsylvania,18-34,25,37.9,406,14.3
2013,Northeast,Pennsylvania,35-54,78,38.4,691,20.5
2013,Northeast,Pennsylvania,55-74,97,24.7,474,16.6
2013,Northeast,Pennsylvania,75+,71,28.4,161,16.4
2013,Northeast,Rhode Island,Total,16,22.5*,131,15.7
2013,Northeast,Rhode Island,18-34,<10,--,27,10.7
2013,Northeast,Rhode Island,35-54,<10,--,59,21.0
2013,Northeast,Rhode Island,55-74,<10,--,33,14.6
2013,Northeast,Rhode Island,75+,<10,--,12,15.6*
2013,Northeast,Vermont,Total,13,27.7*,106,21.1
2013,Northeast,Vermont,18-34,<10,--,10-20,--
2013,Northeast,Vermont,35-54,<10,--,46,27.4
2013,Northeast,Vermont,55-74,<10,--,38,24.5
2013,Northeast,Vermont,75+,<10,--,<10,--
2013,Midwest,All,Total,"1,304",28.3,"8,620",16.7
2013,Midwest,All,18-34,174,43.7,"2,352",15.3
2013,Midwest,All,35-54,386,34.7,"3,384",19.1
2013,Midwest,All,55-74,460,23.0,"2,198",15.5
2013,Midwest,All,75+,282,25.5,686,15.6
2013,Midwest,Illinois,Total,164,23.2,"1,273",12.9
2013,Midwest,Illinois,18-34,23,35.9,338,11.1
2013,Midwest,Illinois,35-54,49,29.7,499,14.3
2013,Midwest,Illinois,55-74,53,17.7,330,12.9
2013,Midwest,Illinois,75+,39,21.9,106,13.6
2013,Midwest,Indiana,Total,147,32.2,913,18.3
2013,Midwest,Indiana,18-34,12,29.3*,261,17.3
2013,Midwest,Indiana,35-54,53,45.7,360,20.8
2013,Midwest,Indiana,55-74,55,27.5,225,16.7
2013,Midwest,Indiana,75+,27,27.3,67,16.8
2013,Midwest,Iowa,Total,64,28.6,431,18.2
2013,Midwest,Iowa,18-34,12,60.0*,124,17.5
2013,Midwest,Iowa,35-54,16,31.4*,170,21.9
2013,Midwest,Iowa,55-74,15,16.3*,98,15.1
2013,Midwest,Iowa,75+,21,34.4,39,16.9
2013,Midwest,Kansas,Total,67,30.9,410,19.0
2013,Midwest,Kansas,18-34,10,37.0*,108,16.0
2013,Midwest,Kansas,35-54,14,25.0*,161,22.5
2013,Midwest,Kansas,55-74,23,26.7,104,18.1
2013,Midwest,Kansas,75+,20,41.7,37,19.5
2013,Midwest,Michigan,Total,169,25.6,"1,232",16.1
2013,Midwest,Michigan,18-34,28,65.1,322,14.7
2013,Midwest,Michigan,35-54,53,34.2,500,19.0
2013,Midwest,Michigan,55-74,55,18.4,309,14.1
2013,Midwest,Michigan,75+,33,20.4,101,15.5
2013,Midwest,Minnesota,Total,89,24.7,647,15.6
2013,Midwest,Minnesota,18-34,11,36.7*,187,15.0
2013,Midwest,Minnesota,35-54,33,42.3,240,16.7
2013,Midwest,Minnesota,55-74,33,20.2,177,16.0
2013,Midwest,Minnesota,75+,12,13.3*,43,12.6
2013,Midwest,Missouri,Total,191,40.5,931,20.1
2013,Midwest,Missouri,18-34,27,64.3,236,17.1
2013,Midwest,Missouri,35-54,57,48.3,378,24.2
2013,Midwest,Missouri,55-74,76,36.9,249,19.3
2013,Midwest,Missouri,75+,31,29.2,68,17.0
2013,Midwest,Nebraska,Total,34,25.2,213,15.2
2013,Midwest,Nebraska,18-34,<10,--,57,13.0
2013,Midwest,Nebraska,35-54,<10,--,80,17.1
2013,Midwest,Nebraska,55-74,14,25.5*,52,14.1
2013,Midwest,Nebraska,75+,10,32.3*,24,19.1
2013,Midwest,North Dakota,Total,15,26.3*,122,21.9
2013,Midwest,North Dakota,18-34,<10,--,56,29.2
2013,Midwest,North Dakota,35-54,<10,--,37,21.6
2013,Midwest,North Dakota,55-74,<10,--,20-30,--
2013,Midwest,North Dakota,75+,<10,--,<10,--
2013,Midwest,Ohio,Total,223,26.1,"1,492",16.7
2013,Midwest,Ohio,18-34,24,36.4,395,15.4
2013,Midwest,Ohio,35-54,64,29.9,574,18.8
2013,Midwest,Ohio,55-74,79,21.2,394,15.6
2013,Midwest,Ohio,75+,56,27.6,129,16.5
2013,Midwest,South Dakota,Total,18,25.7*,131,20.7
2013,Midwest,South Dakota,18-34,<10,--,42,21.7
2013,Midwest,South Dakota,35-54,<10,--,57,27.7
2013,Midwest,South Dakota,55-74,<10,--,20-30,--
2013,Midwest,South Dakota,75+,<10,--,<10,--
2013,Midwest,Wisconsin,Total,123,30.7,825,18.6
2013,Midwest,Wisconsin,18-34,19,57.6*,226,17.5
2013,Midwest,Wisconsin,35-54,34,37.4,328,21.5
2013,Midwest,Wisconsin,55-74,40,22.9,210,17.1
2013,Midwest,Wisconsin,75+,29,28.4,61,15.8
2013,South,Alabama,Total,124,31.6,704,19.0
2013,South,Alabama,18-34,17,43.6*,177,16.0
2013,South,Alabama,35-54,31,28.7,258,20.4
2013,South,Alabama,55-74,52,30.8,200,19.2
2013,South,Alabama,75+,24,31.6,69,22.9
2013,South,All,Total,"2,559",28.9,"15,451",17.2
2013,South,All,18-34,362,38.1,"3,940",14.4
2013,South,All,35-54,704,28.7,"5,873",18.7
2013,South,All,55-74,952,25.9,"4,306",17.9
2013,South,All,75+,540,30.7,"1,332",18.9
2013,South,Arkansas,Total,92,38.7,498,22.2
2013,South,Arkansas,18-34,16,66.7*,137,20.5
2013,South,Arkansas,35-54,25,41.7,198,26.2
2013,South,Arkansas,55-74,33,31.4,121,19.3
2013,South,Arkansas,75+,18,36.7*,42,21.8
2013,South,Delaware,Total,16,21.1*,118,16.4
2013,South,Delaware,18-34,<10,--,29,13.9
2013,South,Delaware,35-54,<10,--,45,18.6
2013,South,Delaware,55-74,<10,--,32,15.4
2013,South,Delaware,75+,<10,--,12,19.7*
2013,South,District Of Columbia,Total,10,31.3*,38,7.1
2013,South,District Of Columbia,18-34,<10,--,10-20,--
2013,South,District Of Columbia,35-54,<10,--,15,9.1*
2013,South,District Of Columbia,55-74,<10,--,12,11.0*
2013,South,District Of Columbia,75+,<10,--,<10,--
2013,South,Florida,Total,520,32.4,"2,877",18.6
2013,South,Florida,18-34,45,36.9,547,13.0
2013,South,Florida,35-54,133,34.4,"1,077",21.0
2013,South,Florida,55-74,195,29.3,892,19.8
2013,South,Florida,75+,147,34.3,361,21.8
2013,South,Georgia,Total,174,24.3,"1,172",15.7
2013,South,Georgia,18-34,30,37.5,328,14.0
2013,South,Georgia,35-54,44,19.3,464,16.8
2013,South,Georgia,55-74,74,25.1,311,16.5
2013,South,Georgia,75+,26,23.0,69,14.9
2013,South,Kentucky,Total,110,34.1,686,20.4
2013,South,Kentucky,18-34,<10,--,189,19.2
2013,South,Kentucky,35-54,38,44.2,266,22.6
2013,South,Kentucky,55-74,37,26.4,183,19.4
2013,South,Kentucky,75+,20-30,--,48,18.1
2013,South,Louisiana,Total,85,27.6,560,16.0
2013,South,Louisiana,18-34,12,30.8*,155,13.8
2013,South,Louisiana,35-54,20,23.8,201,17.0
2013,South,Louisiana,55-74,26,21.5,149,16.0
2013,South,Louisiana,75+,27,42.2,55,21.5
2013,South,Maryland,Total,78,18.5,553,12.1
2013,South,Maryland,18-34,14,35.9*,163,12.0
2013,South,Maryland,35-54,24,19.2,206,12.5
2013,South,Maryland,55-74,26,15.1,142,11.8
2013,South,Maryland,75+,14,16.3*,42,12.4
2013,South,Mississippi,Total,47,22.4,377,16.8
2013,South,Mississippi,18-34,<10,--,95,13.7
2013,South,Mississippi,35-54,11,18.6*,158,20.6
2013,South,Mississippi,55-74,18,20.7*,100,16.4
2013,South,Mississippi,75+,10-20,--,24,13.8
2013,South,North Carolina,Total,203,26.3,"1,249",16.7
2013,South,North Carolina,18-34,29,31.2,294,13.4
2013,South,North Carolina,35-54,63,29.4,504,19.0
2013,South,North Carolina,55-74,74,23.1,360,17.6
2013,South,North Carolina,75+,37,25.7,91,15.7
2013,South,Oklahoma,Total,106,33.3,638,22.1
2013,South,Oklahoma,18-34,18,48.6*,183,20.2
2013,South,Oklahoma,35-54,25,30.5,239,24.8
2013,South,Oklahoma,55-74,42,30.7,162,20.7
2013,South,Oklahoma,75+,21,33.9,54,23.1
2013,South,South Carolina,Total,122,30.5,677,18.5
2013,South,South Carolina,18-34,21,50.0,173,16.0
2013,South,South Carolina,35-54,37,33.3,240,19.3
2013,South,South Carolina,55-74,41,23.8,212,20.0
2013,South,South Carolina,75+,22,29.3,52,18.2
2013,South,Tennessee,Total,166,32.7,"1,007",20.2
2013,South,Tennessee,18-34,23,46.9,239,16.3
2013,South,Tennessee,35-54,50,37.6,396,22.8
2013,South,Tennessee,55-74,65,28.5,296,21.2
2013,South,Tennessee,75+,28,28.6,76,19.6
2013,South,Texas,Total,466,28.8,"2,942",15.2
2013,South,Texas,18-34,87,41.0,883,13.6
2013,South,Texas,35-54,130,27.8,"1,084",15.5
2013,South,Texas,55-74,164,25.0,753,16.3
2013,South,Texas,75+,85,30.0,222,18.2
2013,South,Virginia,Total,175,23.4,"1,043",16.6
2013,South,Virginia,18-34,27,28.4,276,14.4
2013,South,Virginia,35-54,50,20.3,401,17.8
2013,South,Virginia,55-74,62,21.2,275,16.4
2013,South,Virginia,75+,36,31.6,91,20.1
2013,South,West Virginia,Total,65,41.1,312,21.2
2013,South,West Virginia,18-34,<10,--,62,15.9
2013,South,West Virginia,35-54,15,39.5*,121,24.8
2013,South,West Virginia,55-74,33,45.8,106,23.2
2013,South,West Virginia,75+,10-20,--,23,16.8
2013,West,Alaska,Total,19,25.7*,164,30.9
2013,West,Alaska,18-34,<10,--,86,46.6
2013,West,Alaska,35-54,<10,--,47,24.9
2013,West,Alaska,55-74,<10,--,20-30,--
2013,West,Alaska,75+,<10,--,<10,--
2013,West,All,Total,"1,567",32.6,"10,172",18.1
2013,West,All,18-34,176,34.3,"2,719",15.2
2013,West,All,35-54,436,36.5,"3,669",18.7
2013,West,All,55-74,586,28.5,"2,839",19.7
2013,West,All,75+,368,35.1,945,22.8
2013,West,Arizona,Total,221,41.1,"1,137",22.8
2013,West,Arizona,18-34,23,47.9,282,18.4
2013,West,Arizona,35-54,73,57.0,452,27.1
2013,West,Arizona,55-74,77,33.5,286,20.9
2013,West,Arizona,75+,48,36.4,117,27.3
2013,West,California,Total,508,26.1,"3,928",13.5
2013,West,California,18-34,50,23.6,963,10.2
2013,West,California,35-54,119,26.4,"1,401",13.5
2013,West,California,55-74,196,24.2,"1,132",16.0
2013,West,California,75+,142,30.2,432,20.6
2013,West,Colorado,Total,149,36.1,968,24.2
2013,West,Colorado,18-34,19,40.4*,263,20.8
2013,West,Colorado,35-54,47,39.8,377,26.4
2013,West,Colorado,55-74,57,32.9,261,25.1
2013,West,Colorado,75+,26,34.7,67,25.5
2013,West,Hawaii,Total,27,21.6,168,16.0
2013,West,Hawaii,18-34,<10,--,57,18.7
2013,West,Hawaii,35-54,10,30.3*,60,17.3
2013,West,Hawaii,55-74,12,24.5*,40-50,--
2013,West,Hawaii,75+,<10,--,<10,--
2013,West,Idaho,Total,53,41.1,296,25.0
2013,West,Idaho,18-34,10,76.9*,86,23.6
2013,West,Idaho,35-54,13,40.6*,106,26.6
2013,West,Idaho,55-74,20,36.4,83,25.3
2013,West,Idaho,75+,10,34.5*,21,22.8
2013,West,Montana,Total,28,30.1,232,29.5
2013,West,Montana,18-34,<10,--,73,32.4
2013,West,Montana,35-54,<10,--,81,32.7
2013,West,Montana,55-74,10,23.8*,60,24.7
2013,West,Montana,75+,<10,--,18,25.6*
2013,West,Nevada,Total,106,46.7,528,24.9
2013,West,Nevada,18-34,18,78.3*,132,20.3
2013,West,Nevada,35-54,35,58.3,190,25.2
2013,West,Nevada,55-74,32,31.1,158,27.5
2013,West,Nevada,75+,21,51.2,48,33.3
2013,West,New Mexico,Total,66,39.5,413,26.3
2013,West,New Mexico,18-34,<10,--,116,24.2
2013,West,New Mexico,35-54,22,51.2,139,27.0
2013,West,New Mexico,55-74,21,28.0,129,28.8
2013,West,New Mexico,75+,10-20,--,29,22.8
2013,West,Oregon,Total,135,42.5,669,21.8
2013,West,Oregon,18-34,10,40.0*,161,17.9
2013,West,Oregon,35-54,37,50.7,233,22.7
2013,West,Oregon,55-74,50,33.6,202,22.7
2013,West,Oregon,75+,38,53.5,73,28.9
2013,West,Utah,Total,60,43.2,547,27.4
2013,West,Utah,18-34,<10,--,185,24.0
2013,West,Utah,35-54,17,50.0*,210,31.0
2013,West,Utah,55-74,31,52.5,128,29.6
2013,West,Utah,75+,10-20,--,24,20.1
2013,West,Washington,Total,166,27.9,997,18.7
2013,West,Washington,18-34,22,34.4,279,17.2
2013,West,Washington,35-54,46,28.6,332,17.9
2013,West,Washington,55-74,63,24.2,291,20.0
2013,West,Washington,75+,35,31.8,95,24.1
2013,West,Wyoming,Total,29,59.2,125,28.4
2013,West,Wyoming,18-34,<10,--,36,26.0
2013,West,Wyoming,35-54,<10,--,41,28.4
2013,West,Wyoming,55-74,16,72.7*,38,30.0
2013,West,Wyoming,75+,<10,--,10,32.3*
2014, ,Total U.S.,Total,"6,314",30.0,"41,478",17.0
2014, ,Total U.S.,18-34,750,36.3,"10,748",14.5
2014, ,Total U.S.,35-54,"1,795",34.0,"15,489",18.5
2014, ,Total U.S.,55-74,"2,354",26.2,"11,654",17.5
2014, ,Total U.S.,75+,"1,411",30.0,"3,587",18.1
2014,Northeast,All,Total,760,24.9,"5,815",13.2
2014,Northeast,All,18-34,68,29.7,"1,424",11.0
2014,Northeast,All,35-54,230,35.1,"2,281",15.1
2014,Northeast,All,55-74,278,21.2,"1,675",13.7
2014,Northeast,All,75+,184,21.4,435,11.2
2014,Northeast,Connecticut,Total,40,19.6,373,13.3
2014,Northeast,Connecticut,18-34,<10,--,69,8.8
2014,Northeast,Connecticut,35-54,10-20,--,158,16.0
2014,Northeast,Connecticut,55-74,15,17.2*,110,13.9
2014,Northeast,Connecticut,75+,12,19.7*,36,14.4
2014,Northeast,Maine,Total,50,41.0,212,19.8
2014,Northeast,Maine,18-34,<10,--,58,22.0
2014,Northeast,Maine,35-54,15,50.0*,76,21.3
2014,Northeast,Maine,55-74,17,29.3*,57,16.4
2014,Northeast,Maine,75+,10-20,--,21,20.5
2014,Northeast,Massachusetts,Total,62,17.4,575,10.7
2014,Northeast,Massachusetts,18-34,<10,--,146,9.0
2014,Northeast,Massachusetts,35-54,10-20,--,235,12.9
2014,Northeast,Massachusetts,55-74,19,12.4*,157,10.8
2014,Northeast,Massachusetts,75+,20,19.0,37,8.2
2014,Northeast,New Hampshire,Total,33,30.3,242,22.9
2014,Northeast,New Hampshire,18-34,<10,--,76,27.0
2014,Northeast,New Hampshire,35-54,12,44.4*,87,23.6
2014,Northeast,New Hampshire,55-74,12,24.5*,63,19.6
2014,Northeast,New Hampshire,75+,<10,--,16,18.5*
2014,Northeast,New Jersey,Total,79,19.8,764,11.0
2014,Northeast,New Jersey,18-34,12,41.4*,190,9.8
2014,Northeast,New Jersey,35-54,19,24.7*,313,12.5
2014,Northeast,New Jersey,55-74,24,14.2,200,10.6
2014,Northeast,New Jersey,75+,24,19.5,61,10.5
2014,Northeast,New York,Total,191,22.1,"1,649",10.6
2014,Northeast,New York,18-34,21,30.0,432,9.0
2014,Northeast,New York,35-54,61,32.1,639,12.1
2014,Northeast,New York,55-74,68,18.8,467,11.4
2014,Northeast,New York,75+,41,17.0,111,8.6
2014,Northeast,Pennsylvania,Total,274,30.9,"1,777",17.6
2014,Northeast,Pennsylvania,18-34,15,23.1*,392,13.7
2014,Northeast,Pennsylvania,35-54,86,44.3,692,20.9
2014,Northeast,Pennsylvania,55-74,112,29.3,553,18.9
2014,Northeast,Pennsylvania,75+,61,24.7,140,14.3
2014,Northeast,Rhode Island,Total,11,16.4*,107,12.7
2014,Northeast,Rhode Island,18-34,<10,--,30-40,--
2014,Northeast,Rhode Island,35-54,<10,--,41,14.7
2014,Northeast,Rhode Island,55-74,<10,--,30,13.0
2014,Northeast,Rhode Island,75+,<10,--,<10,--
2014,Northeast,Vermont,Total,20,45.5,116,23.0
2014,Northeast,Vermont,18-34,<10,--,30-40,--
2014,Northeast,Vermont,35-54,<10,--,40,24.7
2014,Northeast,Vermont,55-74,<10,--,38,23.9
2014,Northeast,Vermont,75+,<10,--,<10,--
2014,Midwest,All,Total,"1,308",29.0,"8,702",16.7
2014,Midwest,All,18-34,168,42.6,"2,411",15.6
2014,Midwest,All,35-54,401,37.4,"3,304",18.8
2014,Midwest,All,55-74,470,23.8,"2,299",15.8
2014,Midwest,All,75+,268,24.9,688,15.5
2014,Midwest,Illinois,Total,172,25.0,"1,357",13.7
2014,Midwest,Illinois,18-34,32,51.6,367,12.2
2014,Midwest,Illinois,35-54,51,32.1,511,14.8
2014,Midwest,Illinois,55-74,53,18.2,378,14.4
2014,Midwest,Illinois,75+,36,20.5,101,12.9
2014,Midwest,Indiana,Total,115,25.4,918,18.3
2014,Midwest,Indiana,18-34,15,37.5*,273,18.1
2014,Midwest,Indiana,35-54,31,27.4,350,20.4
2014,Midwest,Indiana,55-74,43,21.6,225,16.4
2014,Midwest,Indiana,75+,26,25.7,70,17.2
2014,Midwest,Iowa,Total,65,30.4,393,16.5
2014,Midwest,Iowa,18-34,<10,--,116,16.4
2014,Midwest,Iowa,35-54,24,49.0,152,19.6
2014,Midwest,Iowa,55-74,10-20,--,93,14.0
2014,Midwest,Iowa,75+,19,35.8*,32,13.8
2014,Midwest,Kansas,Total,65,30.7,441,20.4
2014,Midwest,Kansas,18-34,10,38.5*,121,17.9
2014,Midwest,Kansas,35-54,18,34.6*,166,23.4
2014,Midwest,Kansas,55-74,21,24.1,113,19.2
2014,Midwest,Kansas,75+,16,34.0*,41,21.5
2014,Midwest,Michigan,Total,190,29.8,"1,300",16.9
2014,Midwest,Michigan,18-34,35,81.4,370,16.8
2014,Midwest,Michigan,35-54,64,43.0,479,18.5
2014,Midwest,Michigan,55-74,63,21.6,350,15.6
2014,Midwest,Michigan,75+,28,18.3,101,15.4
2014,Midwest,Minnesota,Total,91,25.7,643,15.4
2014,Midwest,Minnesota,18-34,<10,--,181,14.5
2014,Midwest,Minnesota,35-54,27,36.5,241,16.9
2014,Midwest,Minnesota,55-74,40,25.5,185,16.2
2014,Midwest,Minnesota,75+,10-20,--,36,10.4
2014,Midwest,Missouri,Total,179,38.3,979,21.0
2014,Midwest,Missouri,18-34,19,45.2*,239,17.4
2014,Midwest,Missouri,35-54,51,45.5,378,24.3
2014,Midwest,Missouri,55-74,65,31.4,264,20.0
2014,Midwest,Missouri,75+,43,40.6,98,24.2
2014,Midwest,Nebraska,Total,46,33.1,237,16.8
2014,Midwest,Nebraska,18-34,<10,--,81,18.4
2014,Midwest,Nebraska,35-54,14,41.2*,82,17.7
2014,Midwest,Nebraska,55-74,15,26.3*,48,12.6
2014,Midwest,Nebraska,75+,10-20,--,26,20.7
2014,Midwest,North Dakota,Total,18,31.6*,131,23.1
2014,Midwest,North Dakota,18-34,<10,--,46,23.4
2014,Midwest,North Dakota,35-54,<10,--,45,26.1
2014,Midwest,North Dakota,55-74,<10,--,30-40,--
2014,Midwest,North Dakota,75+,<10,--,<10,--
2014,Midwest,Ohio,Total,230,27.7,"1,432",16.0
2014,Midwest,Ohio,18-34,27,40.9,359,14.0
2014,Midwest,Ohio,35-54,70,33.8,555,18.4
2014,Midwest,Ohio,55-74,91,24.8,394,15.3
2014,Midwest,Ohio,75+,42,22.0,124,15.6
2014,Midwest,South Dakota,Total,22,30.6,135,21.1
2014,Midwest,South Dakota,18-34,<10,--,50,25.5
2014,Midwest,South Dakota,35-54,14,73.7*,54,26.6
2014,Midwest,South Dakota,55-74,<10,--,20-30,--
2014,Midwest,South Dakota,75+,<10,--,<10,--
2014,Midwest,Wisconsin,Total,115,29.3,736,16.5
2014,Midwest,Wisconsin,18-34,11,33.3*,208,16.1
2014,Midwest,Wisconsin,35-54,28,32.2,291,19.3
2014,Midwest,Wisconsin,55-74,49,28.2,191,15.1
2014,Midwest,Wisconsin,75+,27,27.3,46,11.7
2014,South,Alabama,Total,99,25.6,700,18.8
2014,South,Alabama,18-34,15,39.5*,176,16.1
